Original_Plate_Map_Name	well_position	broad_sample	conc_mmol
C-2113-01-D39-010	A01		
C-2113-01-D39-010	A02		
C-2113-01-D39-010	A03	BRD-K63471008-001-05-3	5.0
C-2113-01-D39-010	A04	BRD-K24431631-001-05-0	5.0
C-2113-01-D39-010	A05	BRD-K33368614-001-05-4	5.0
C-2113-01-D39-010	A06	BRD-K27280726-001-06-2	5.0
C-2113-01-D39-010	A07	BRD-K11025923-001-05-2	5.0
C-2113-01-D39-010	A08	BRD-K77279454-001-05-3	5.0
C-2113-01-D39-010	A09	BRD-K58708076-001-07-8	5.0
C-2113-01-D39-010	A10	BRD-K93232859-001-05-3	5.0
C-2113-01-D39-010	A11	BRD-K19113048-001-05-8	5.0
C-2113-01-D39-010	A12	BRD-K39163260-001-05-0	5.0
C-2113-01-D39-010	A13	BRD-K57183828-001-05-0	5.0
C-2113-01-D39-010	A14	BRD-K38491612-001-05-1	5.0
C-2113-01-D39-010	A15	BRD-K49307824-001-05-0	5.0
C-2113-01-D39-010	A16	BRD-K32275294-001-05-9	5.0
C-2113-01-D39-010	A17	BRD-K03295978-001-05-5	5.0
C-2113-01-D39-010	A18	BRD-K31802187-004-09-7	5.0
C-2113-01-D39-010	A19	BRD-K47278119-001-05-9	5.0
C-2113-01-D39-010	A20	BRD-K16354233-001-05-6	5.0
C-2113-01-D39-010	A21	BRD-K89429521-001-05-9	5.0
C-2113-01-D39-010	A22	BRD-K80057207-001-05-8	5.0
C-2113-01-D39-010	A23		
C-2113-01-D39-010	A24		
C-2113-01-D39-010	B01		
C-2113-01-D39-010	B02		
C-2113-01-D39-010	B03	BRD-K29390033-001-06-5	5.0
C-2113-01-D39-010	B04	BRD-K97980211-001-05-6	5.0
C-2113-01-D39-010	B05	BRD-A27816330-001-05-5	5.0
C-2113-01-D39-010	B06	BRD-K66309573-001-08-1	5.0
C-2113-01-D39-010	B07	BRD-A04241199-001-05-3	5.0
C-2113-01-D39-010	B08	BRD-K98456486-001-05-4	5.0
C-2113-01-D39-010	B09	BRD-K95708753-001-05-7	5.0
C-2113-01-D39-010	B10	BRD-K37022610-001-05-7	5.0
C-2113-01-D39-010	B11	BRD-K71250531-001-05-7	5.0
C-2113-01-D39-010	B12	BRD-A17808777-001-03-9	5.0
C-2113-01-D39-010	B13	BRD-A49529277-001-05-3	5.0
C-2113-01-D39-010	B14	BRD-K14456180-001-04-7	5.0
C-2113-01-D39-010	B15	BRD-K07574875-001-05-3	5.0
C-2113-01-D39-010	B16	BRD-K60448585-001-06-3	5.0
C-2113-01-D39-010	B17	BRD-A57540624-001-05-9	5.0
C-2113-01-D39-010	B18	BRD-K68183263-001-05-9	5.0
C-2113-01-D39-010	B19	BRD-A12514394-001-05-6	5.0
C-2113-01-D39-010	B20	BRD-K89306950-001-05-9	5.0
C-2113-01-D39-010	B21	BRD-K82035305-001-05-3	5.0
C-2113-01-D39-010	B22	BRD-K82193271-034-05-1	5.0
C-2113-01-D39-010	B23		
C-2113-01-D39-010	B24		
C-2113-01-D39-010	C01		
C-2113-01-D39-010	C02		
C-2113-01-D39-010	C03	BRD-K59432463-001-05-9	5.0
C-2113-01-D39-010	C04	BRD-K11397223-001-05-2	5.0
C-2113-01-D39-010	C05	BRD-K51293705-001-05-1	5.0
C-2113-01-D39-010	C06	BRD-K91117991-001-06-5	5.0
C-2113-01-D39-010	C07	BRD-A04155648-001-05-2	5.0
C-2113-01-D39-010	C08	BRD-K66932670-001-05-8	5.0
C-2113-01-D39-010	C09	BRD-K48368237-001-05-4	5.0
C-2113-01-D39-010	C10	BRD-K03470141-001-05-6	5.0
